aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
TUS,AA,3261,13.65,10.87,1.7,4.87,7
TUS,AS,520,7.7,8.66,0.4,-1.08,4
TUS,DL,1078,7.39,-0.48,0.7,-1.39,3
TUS,MQ,774,1.85,-0.58,0.8,-6.93,1
TUS,OO,7888,7.23,5.35,0.4,-1.55,2
TUS,UA,1067,11.87,4.81,0.9,3.09,6
TUS,WN,4347,8.94,2.85,0.5,0.16,5
TVC,9E,239,9.45,6.37,0.8,-7.2,2
TVC,AA,91,63.4,62.25,0.0,46.75,9
TVC,DL,415,10.24,3.68,1.9,-6.41,3
TVC,G4,281,34.2,28.13,2.5,17.55,8
TVC,MQ,631,11.62,7.78,0.3,-5.03,5
TVC,OH,151,11.28,7.25,0.0,-5.37,4
TVC,OO,1147,20.94,19.41,1.6,4.29,7
TVC,UA,574,12.77,11.65,1.4,-3.88,6
TVC,YX,388,7.79,9.17,1.0,-8.86,1
TWF,OO,693,-1.07,-6.08,0.3,0.0,1
TXK,MQ,436,18.57,17.09,1.1,1.16,2
TXK,OO,296,15.63,13.77,5.4,-1.78,1
TYR,MQ,191,14.55,9.84,1.6,-2.4,1
TYR,OO,873,17.49,13.49,3.1,0.54,2
TYS,9E,2806,3.65,-3.68,1.8,-6.62,3
TYS,AA,1401,21.8,15.93,2.5,11.53,9
TYS,DL,1360,3.3,-5.58,1.0,-6.97,2
TYS,F9,259,22.49,21.04,1.5,12.22,10
TYS,G4,2659,14.34,10.83,2.0,4.07,8
TYS,MQ,1029,9.52,7.64,0.9,-0.75,5
TYS,OH,3543,11.13,9.47,1.5,0.86,7
TYS,OO,1435,10.8,7.05,1.6,0.53,6
TYS,UA,326,2.7,-2.81,0.9,-7.57,1
TYS,YX,715,6.99,4.89,1.8,-3.28,4
USA,G4,687,26.55,23.53,2.3,0.0,1
VCT,OO,627,17.53,11.71,2.6,0.0,1
VEL,OO,50,22.64,18.72,0.0,0.0,1
VLD,9E,717,8.81,4.1,2.4,0.19,2
VLD,OO,60,6.38,4.95,0.0,-2.24,1
VPS,9E,21,20.3,23.5,4.8,7.03,7
VPS,AA,1864,25.06,23.43,1.4,11.79,8
VPS,DL,2502,9.72,2.95,0.8,-3.55,3
VPS,G4,2216,12.42,8.3,1.6,-0.85,5
VPS,MQ,375,16.81,13.72,2.9,3.54,6
VPS,OH,707,11.61,12.29,2.0,-1.66,4
VPS,WN,1925,8.13,2.29,0.4,-5.14,2
VPS,YX,75,-5.13,-9.0,0.0,-18.4,1
WRG,AS,711,-0.71,-2.96,1.5,0.0,1
WYS,OO,308,12.65,8.88,1.3,0.0,1
XNA,9E,1900,6.57,1.33,0.6,-4.52,3
XNA,AA,1282,21.34,20.86,1.1,10.25,8
XNA,DL,560,4.8,-3.85,0.5,-6.29,1
XNA,F9,197,7.73,7.54,0.5,-3.36,4
XNA,G4,830,22.22,17.91,1.1,11.13,9
XNA,MQ,5295,10.9,8.38,0.8,-0.19,6
XNA,OH,203,22.56,20.37,3.0,11.47,10
XNA,OO,2298,8.29,4.93,0.8,-2.8,5
XNA,UA,215,11.7,9.65,0.5,0.61,7
XNA,YX,784,5.28,1.09,1.8,-5.81,2
XWA,OO,1810,20.8,16.77,1.7,0.0,1
YAK,AS,669,-0.61,-2.15,2.4,0.0,1
YUM,MQ,583,4.22,1.12,0.5,-4.79,1
YUM,OO,1124,11.49,9.06,0.3,2.48,2
