aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
ECP,YX,24,19.79,16.17,0.0,7.48,6
ECP,AA,706,34.99,33.41,2.0,22.68,7
ECP,9E,24,36.92,35.21,0.0,24.61,8
EGE,OO,1639,11.60,5.89,1.2,-10.95,1
EGE,DL,169,15.68,7.78,0.6,-6.87,2
EGE,UA,499,19.27,15.10,1.6,-3.28,3
EGE,F9,12,26.25,33.83,0.0,3.70,4
EGE,AA,1313,38.33,36.51,1.4,15.78,5
EKO,OO,346,0.61,-5.44,0.6,0.00,1
ELM,G4,251,18.82,13.64,2.0,-4.51,1
ELM,OO,700,24.92,19.54,0.3,1.59,2
ELP,YX,29,4.00,-1.00,6.9,-5.80,1
ELP,UA,353,5.69,-2.38,0.6,-4.10,2
ELP,OO,2276,6.57,3.80,0.7,-3.23,3
ELP,DL,706,8.02,1.54,0.6,-1.77,4
ELP,WN,8901,8.52,2.96,0.5,-1.27,5
ELP,MQ,1634,10.13,7.33,0.8,0.33,6
ELP,AA,2756,15.36,13.13,1.7,5.57,7
ELP,F9,659,17.40,13.92,2.0,7.61,8
ELP,G4,90,19.58,16.77,2.2,9.78,9
ESC,OO,594,12.30,8.91,0.8,0.00,1
EUG,OO,2516,7.46,3.24,1.4,-3.86,1
EUG,WN,1714,8.36,0.77,1.8,-2.96,2
EUG,AS,298,12.26,13.78,2.3,0.95,3
EUG,UA,1463,13.15,8.22,1.8,1.83,4
EUG,AA,765,19.19,14.74,1.7,7.87,5
EUG,G4,341,25.70,23.03,3.5,14.39,6
EUG,MQ,24,52.71,39.17,0.0,41.39,7
EVV,9E,676,3.61,-3.02,1.0,-8.84,1
EVV,MQ,693,7.19,4.76,0.9,-5.26,2
EVV,OH,20,11.45,7.70,0.0,-1.00,3
EVV,OO,412,19.41,17.16,0.7,6.96,4
EVV,DL,22,43.76,34.90,4.5,31.31,5
EVV,G4,191,45.49,38.72,4.2,33.04,6
EWN,OH,50,70.02,60.43,8.0,0.00,1
EWR,OO,1,-4.00,9.00,0.0,-19.69,1
EWR,YX,21400,5.28,-0.56,3.4,-10.41,2
EWR,G4,572,12.22,5.63,1.0,-3.48,3
EWR,AS,2896,15.91,11.87,3.3,0.22,4
EWR,UA,64314,16.46,11.25,2.5,0.77,5
EWR,B6,4982,18.85,14.72,2.2,3.16,6
EWR,NK,9670,19.57,11.51,3.5,3.88,7
EWR,MQ,740,20.64,15.23,4.1,4.95,8
EWR,DL,6347,21.61,16.59,1.2,5.92,9
EWR,9E,1584,23.37,20.61,4.0,7.67,10
EWR,AA,6259,25.27,17.80,2.7,9.57,11
EWR,F9,355,33.38,29.03,1.7,17.69,12
EYW,YX,1058,11.67,9.00,2.4,-8.62,1
EYW,UA,730,12.17,12.66,2.3,-8.12,2
EYW,MQ,2049,12.33,10.19,2.9,-7.96,3
EYW,DL,1313,13.71,10.16,2.2,-6.58,4
EYW,9E,159,22.29,21.96,1.9,2.00,5
EYW,G4,621,24.50,23.76,4.3,4.22,6
EYW,B6,174,31.87,24.79,2.9,11.58,7
EYW,AA,1720,40.78,38.46,3.0,20.49,8
FAI,AS,2507,3.04,0.47,1.2,-4.31,1
FAI,UA,215,16.82,3.68,1.9,9.47,2
FAI,DL,557,23.14,17.51,1.3,15.78,3
FAR,DL,686,4.16,-2.63,0.6,-10.01,1
FAR,9E,217,5.76,-1.28,0.5,-8.40,2
FAR,F9,300,10.16,9.68,1.3,-4.01,3
FAR,MQ,1609,12.75,7.76,1.0,-1.42,4
FAR,G4,592,13.93,8.12,0.5,-0.24,5
FAR,OO,2722,18.49,15.79,1.3,4.33,6
FAR,UA,132,18.77,15.63,1.5,4.60,7
FAT,MQ,20,-1.90,-5.85,0.0,-13.26,1
FAT,AS,375,4.65,3.54,2.4,-6.71,2
FAT,OO,6567,8.65,4.72,0.5,-2.71,3
FAT,WN,1491,11.13,5.52,0.1,-0.23,4
FAT,G4,626,11.63,12.96,0.3,0.27,5
FAT,AA,2036,19.36,14.93,1.4,8.00,6
FAT,UA,363,19.41,11.93,2.5,8.05,7
FAT,DL,204,19.84,11.51,2.0,8.49,8
FAY,DL,322,4.33,-4.12,0.9,-8.10,1
FAY,OH,612,9.08,9.62,1.5,-3.35,2
FAY,9E,348,15.22,8.49,0.0,2.80,3
FAY,OO,191,31.61,27.44,1.0,19.19,4
FCA,OO,1415,6.95,2.39,0.8,-5.22,1
FCA,DL,775,8.69,4.74,0.8,-3.47,2
FCA,UA,893,13.98,9.69,1.0,1.81,3
FCA,AA,372,24.39,21.35,0.5,12.23,4
FCA,G4,236,24.68,22.73,1.3,12.51,5
FCA,MQ,37,37.78,31.27,0.0,25.62,6
FLG,OO,1838,10.86,8.59,0.4,0.00,1
FLL,UA,7941,12.97,7.92,2.5,-4.57,1
FLL,9E,22,14.86,13.86,0.0,-2.68,2
FLL,WN,14183,15.90,11.23,1.3,-1.64,3
FLL,DL,11925,16.53,11.37,1.1,-1.02,4
FLL,B6,18306,17.42,13.09,1.3,-0.12,5
FLL,G4,3264,18.17,15.98,1.9,0.63,6
FLL,AS,947,18.40,15.39,7.9,0.86,7
FLL,NK,25452,19.02,14.61,1.7,1.48,8
FLL,AA,6395,21.08,17.78,1.9,3.54,9
FLL,F9,1595,24.62,23.02,4.1,7.07,10
FNT,G4,1238,10.09,6.13,1.2,-5.88,1
FNT,OO,796,25.14,24.56,1.6,9.18,2
FOD,OO,597,22.37,20.10,2.3,0.00,1
FSD,UA,702,2.94,2.57,1.0,-9.27,1
FSD,YX,54,3.96,1.13,0.0,-8.25,2
FSD,9E,351,7.44,5.99,0.9,-4.77,3
FSD,OO,2420,8.99,4.62,0.9,-3.22,4
FSD,F9,246,11.83,12.52,1.6,-0.38,5
FSD,MQ,729,12.42,6.94,3.6,0.21,6
FSD,G4,885,17.43,12.96,1.1,5.22,7
FSD,DL,663,19.89,14.43,1.4,7.68,8
FSD,AA,635,22.78,15.91,1.4,10.58,9
FSM,MQ,978,12.58,8.42,2.2,-0.18,1
FSM,OO,170,13.82,8.08,3.5,1.05,2
FWA,MQ,833,10.68,5.98,0.5,-8.17,1
FWA,OH,155,11.35,5.72,0.0,-7.50,2
FWA,9E,190,15.31,5.46,4.2,-3.54,3
FWA,OO,2533,20.52,16.07,1.1,1.68,4
FWA,G4,779,24.64,21.03,2.8,5.79,5
GCC,OO,685,11.87,7.25,1.3,0.00,1
GCK,OO,210,13.63,11.40,4.8,-1.46,1
GCK,MQ,513,15.67,14.73,1.8,0.58,2
GEG,OO,5781,3.41,1.59,0.4,-3.11,1
GEG,AS,2278,3.55,1.52,1.7,-2.97,2
GEG,UA,837,3.67,-3.11,2.3,-2.84,3
GEG,WN,3674,6.63,0.38,0.1,0.11,4
GEG,DL,2894,8.85,3.51,1.0,2.33,5
GEG,G4,232,13.89,10.99,0.9,7.37,6
GEG,AA,1353,20.01,15.02,0.9,13.49,7
GFK,OO,980,7.03,3.10,0.6,-1.90,1
GFK,G4,156,13.40,10.38,0.6,4.47,2
GFK,9E,75,24.44,17.89,0.0,15.51,3
GGG,OO,495,12.74,9.22,2.0,-1.60,1
GGG,MQ,230,17.80,14.80,2.2,3.45,2
GJT,UA,631,8.05,-1.94,0.8,-2.96,1
GJT,MQ,492,10.00,9.71,0.6,-1.01,2
GJT,OO,2530,11.04,8.69,0.9,0.03,3
GJT,G4,123,29.72,31.37,1.6,18.71,4
GNV,DL,1528,6.20,-0.83,1.3,-2.18,1
GNV,MQ,575,7.72,3.99,2.1,-0.66,2
GNV,9E,122,7.74,1.41,0.8,-0.64,3
GNV,OH,726,13.73,10.46,4.1,5.36,4
GPT,9E,54,6.13,-0.46,0.0,-4.40,1
GPT,DL,1159,8.43,2.65,1.3,-2.10,2
GPT,OH,1218,8.96,8.26,0.8,-1.57,3
GPT,OO,337,10.57,8.49,1.5,0.04,4
GPT,MQ,518,17.94,14.74,2.7,7.42,5
GPT,G4,26,40.46,41.08,0.0,29.93,6
GRB,9E,66,2.50,-7.68,0.0,-11.21,1
GRB,YX,178,3.68,1.27,1.1,-10.03,2
GRB,MQ,368,9.77,7.19,1.9,-3.94,3
GRB,OO,2986,14.09,10.04,1.5,0.38,4
GRB,DL,353,17.55,11.94,0.6,3.84,5
GRB,F9,91,30.23,30.34,3.3,16.52,6
GRI,G4,210,20.93,16.38,1.9,-1.52,1
GRI,OO,697,22.91,21.53,1.7,0.46,2
GRK,MQ,1301,12.64,9.79,1.4,-0.14,1
GRK,OO,494,13.16,11.30,3.8,0.38,2
GRR,YX,1875,3.34,-0.33,2.2,-8.05,1
GRR,9E,893,5.20,-0.71,4.3,-6.19,2
GRR,DL,2701,6.34,-0.83,1.0,-5.05,3
GRR,UA,1305,7.28,6.12,1.1,-4.11,4
GRR,WN,1946,9.28,5.71,0.5,-2.11,5
GRR,G4,1930,11.31,7.68,1.5,-0.08,6
GRR,MQ,709,14.14,14.09,1.8,2.75,7
GRR,OO,2057,15.53,12.34,1.9,4.14,8
GRR,OH,705,16.07,16.25,2.8,4.68,9
GRR,AA,2439,18.13,14.72,1.3,6.74,10
GRR,F9,636,33.36,30.82,4.1,21.97,11
GSO,DL,2348,5.14,-2.87,0.7,-4.11,1
GSO,9E,1493,5.71,-1.49,2.9,-3.53,2
GSO,OO,966,6.53,5.80,0.6,-2.71,3
GSO,YX,1550,6.55,3.44,3.2,-2.69,4
GSO,OH,2458,8.43,8.31,1.2,-0.82,5
GSO,MQ,1296,8.93,6.59,0.6,-0.31,6
GSO,AA,1265,25.97,23.48,2.8,16.73,7
GSO,G4,138,32.85,33.57,2.9,23.61,8
GSP,DL,2571,4.36,-3.75,0.9,-5.16,1
GSP,YX,2011,5.60,1.67,2.7,-3.91,2
GSP,WN,1481,7.42,0.73,0.5,-2.10,3
GSP,OO,951,7.43,4.02,1.4,-2.09,4
GSP,9E,1345,7.91,0.90,2.2,-1.60,5
GSP,UA,440,8.66,5.42,1.6,-0.86,6
GSP,OH,3799,9.31,7.90,1.0,-0.20,7
GSP,MQ,1650,10.34,8.72,0.9,0.83,8
GSP,AA,1290,26.45,20.63,2.6,16.94,9
GSP,G4,320,30.32,26.89,3.1,20.80,10
GST,AS,87,3.48,0.89,6.9,0.00,1
GTF,OO,1935,4.21,-0.24,0.5,-3.19,1
GTF,UA,242,8.97,-0.87,2.5,1.57,2
GTF,G4,165,42.63,42.55,0.6,35.23,3
GTR,9E,713,2.65,-3.08,1.1,0.00,1
GUC,OO,611,10.31,5.35,1.3,-4.29,1
GUC,AA,123,35.98,36.57,1.6,21.38,2
GUM,UA,664,1.58,-6.73,0.9,0.00,1
HDN,WN,597,9.73,4.78,1.0,-6.72,1
HDN,MQ,22,9.77,10.55,0.0,-6.68,2
HDN,OO,790,13.83,9.31,1.3,-2.62,3
HDN,DL,121,15.44,12.36,0.0,-1.01,4
HDN,UA,511,15.72,12.11,1.6,-0.74,5
HDN,AA,181,32.19,33.78,0.6,15.74,6
HDN,B6,52,91.49,92.86,1.9,75.04,7
HGR,G4,286,36.94,35.04,3.1,0.00,1
HHH,MQ,1090,10.28,8.58,1.9,-3.14,1
HHH,YX,743,18.06,13.85,2.8,4.65,2
HIB,OO,552,11.57,7.45,1.3,0.00,1
HLN,OO,1486,12.45,9.40,0.6,0.00,1
HNL,WN,14179,2.54,-2.77,0.4,-3.59,1
HNL,AA,1899,5.33,-2.63,0.1,-0.80,2
HNL,HA,31352,5.45,4.80,1.1,-0.68,3
HNL,DL,3219,10.92,2.59,0.8,4.79,4
HNL,UA,4488,12.81,3.24,1.3,6.68,5
HNL,AS,4099,13.28,7.24,2.8,7.15,6
HOB,OO,432,25.00,18.36,1.4,0.00,1
HOU,MQ,1762,11.81,8.42,4.1,-1.65,1
HOU,WN,51742,13.22,5.35,1.1,-0.23,2
HOU,OO,366,13.80,13.91,1.1,0.34,3
HOU,DL,1573,14.42,9.49,1.0,0.96,4
HOU,F9,334,25.03,20.84,5.1,11.57,5
HOU,G4,340,31.66,30.27,1.8,18.20,6
HOU,OH,152,37.82,33.31,7.2,24.36,7
HPN,YX,57,8.07,2.18,0.0,-7.11,1
HPN,MQ,1128,10.42,5.98,2.0,-4.77,2
HPN,9E,899,11.94,3.49,1.6,-3.24,3
HPN,B6,4732,12.01,8.42,1.6,-3.17,4
HPN,DL,898,15.79,5.74,1.0,0.60,5
HPN,OH,2704,17.59,15.37,2.5,2.41,6
HPN,OO,1013,31.75,25.05,2.2,16.57,7
HRL,OO,242,3.18,1.20,1.7,-4.76,1
HRL,DL,189,4.58,-4.39,0.5,-3.36,2
HRL,MQ,1580,7.07,5.10,1.5,-0.86,3
HRL,WN,2262,9.32,5.86,0.6,1.38,4
HSV,YX,226,1.94,0.89,1.8,-11.03,1
HSV,DL,1903,4.36,-3.39,1.1,-8.61,2
HSV,9E,586,7.53,2.84,1.5,-5.44,3
HSV,OO,1673,15.67,12.27,1.0,2.70,4
HSV,MQ,1830,16.33,12.46,1.6,3.36,5
HSV,OH,2504,17.51,15.86,2.1,4.54,6
HSV,AA,13,23.15,15.38,0.0,10.18,7
HTS,G4,425,42.96,42.05,3.3,0.00,1
HYA,YX,165,12.65,18.71,1.2,-14.05,1
HYA,B6,104,50.30,55.02,6.7,23.60,2
HYS,OO,639,12.09,5.98,2.0,0.00,1
IAD,MQ,25,4.38,9.96,4.0,-6.49,1
IAD,YX,7980,4.55,-0.44,1.4,-6.32,2
IAD,9E,353,5.45,-1.93,0.3,-5.42,3
IAD,UA,30560,10.80,5.75,1.5,-0.07,4
IAD,AS,1993,11.58,7.92,1.6,0.71,5
IAD,WN,1100,11.74,3.97,0.3,0.87,6
IAD,DL,2996,13.34,3.89,0.8,2.47,7
IAD,OH,1551,14.75,8.41,1.2,3.88,8
IAD,AA,670,18.25,11.27,1.8,7.39,9
IAD,F9,95,19.88,17.92,0.0,9.02,10
IAD,OO,2619,20.21,15.67,1.5,9.34,11
IAD,G4,329,36.79,29.91,1.8,25.92,12
IAG,G4,355,26.61,22.65,2.3,0.00,1
IAH,AS,846,9.86,6.69,2.5,-8.23,1
IAH,WN,2860,13.49,8.19,1.6,-4.60,2
IAH,OH,34,14.00,14.94,0.0,-4.09,3
IAH,DL,7722,14.46,7.46,1.2,-3.64,4
IAH,MQ,1387,14.97,9.20,3.5,-3.12,5
IAH,NK,9571,16.90,10.88,2.2,-1.19,6
IAH,UA,67722,17.62,12.64,1.9,-0.47,7
IAH,OO,12790,18.89,14.60,2.7,0.80,8
IAH,AA,6863,23.53,19.60,2.9,5.44,9
IAH,B6,710,27.84,23.03,2.3,9.75,10
IAH,F9,3336,30.42,29.99,3.2,12.33,11
IAH,YX,50,45.92,41.98,0.0,27.83,12
ICT,WN,1741,2.49,-4.15,0.2,-8.25,1
ICT,UA,584,2.49,6.36,0.9,-8.25,2
ICT,9E,165,5.67,2.56,0.0,-5.07,3
ICT,DL,864,7.92,1.37,1.2,-2.82,4
ICT,MQ,2344,10.15,6.76,1.7,-0.60,5
ICT,G4,342,13.97,7.82,0.9,3.22,6
ICT,OO,3172,14.17,10.12,1.1,3.43,7
ICT,OH,315,16.92,18.06,0.6,6.18,8
ICT,AA,559,29.08,26.92,2.9,18.34,9
IDA,DL,96,7.39,9.92,0.0,-4.61,1
IDA,OO,2714,8.89,3.58,0.6,-3.11,2
IDA,G4,478,30.56,29.32,0.4,18.56,3
ILM,YX,1351,6.12,4.95,2.2,-4.00,1
ILM,9E,1298,7.38,1.93,2.2,-2.74,2
ILM,MQ,1068,7.83,4.80,0.8,-2.29,3
ILM,OO,36,8.28,3.58,0.0,-1.84,4
ILM,OH,1947,10.18,9.13,1.6,0.06,5
ILM,DL,777,11.28,4.33,1.4,1.16,6
ILM,AA,1452,17.34,12.37,2.2,7.22,7
IMT,OO,692,15.92,11.74,1.3,0.00,1
IND,YX,12514,2.13,-2.06,1.2,-7.40,1
IND,9E,2289,7.68,0.85,2.4,-1.85,2
IND,DL,4401,8.67,2.27,0.7,-0.86,3
IND,MQ,1056,8.68,4.04,1.9,-0.85,4
IND,UA,2292,9.50,5.41,1.9,-0.03,5
IND,OH,292,9.69,6.69,1.0,0.15,6
IND,AS,517,10.79,8.07,2.1,1.25,7
IND,WN,11162,11.41,4.82,0.9,1.87,8
IND,OO,1133,14.33,9.20,1.5,4.80,9
IND,AA,6527,15.49,12.04,1.2,5.95,10
IND,NK,2239,16.14,9.68,2.7,6.60,11
IND,G4,1430,16.66,14.92,2.2,7.12,12
IND,F9,775,24.01,21.24,2.6,14.48,13
INL,OO,570,17.69,13.48,1.4,0.00,1
ISP,WN,2763,13.28,4.35,1.0,-3.91,1
ISP,B6,142,16.29,13.83,0.0,-0.90,2
ISP,F9,1495,24.75,17.18,4.2,7.56,3
ITH,YX,70,8.66,-1.72,4.3,-2.75,1
ITH,9E,596,11.73,3.77,3.5,0.32,2
ITO,WN,1829,-2.45,-5.26,0.4,-4.58,1
ITO,HA,4928,3.84,3.98,1.1,1.71,2
JAC,AS,74,5.48,9.69,6.8,-16.42,1
JAC,OO,1039,9.37,5.43,1.7,-12.53,2
JAC,UA,1921,18.20,13.74,2.0,-3.70,3
JAC,DL,1181,19.81,12.42,0.9,-2.09,4
JAC,AA,992,45.72,43.35,1.2,23.82,5
JAN,DL,1992,4.04,-2.23,0.6,-7.40,1
JAN,9E,248,5.64,3.44,0.4,-5.81,2
JAN,WN,1748,11.25,5.93,0.8,-0.20,3
JAN,OO,439,12.17,9.68,0.9,0.72,4
JAN,MQ,1075,17.30,13.96,2.1,5.85,5
JAN,OH,1303,19.30,17.10,2.5,7.85,6
JAX,OO,160,6.96,3.73,2.5,-5.61,1
JAX,YX,1622,7.26,2.47,1.8,-5.31,2
JAX,9E,885,8.10,0.81,2.8,-4.47,3
JAX,WN,4727,8.63,2.97,1.0,-3.93,4
JAX,MQ,1170,9.85,7.68,1.4,-2.72,5
JAX,UA,3743,10.30,6.34,1.4,-2.26,6
JAX,DL,5734,11.41,6.17,1.2,-1.16,7
JAX,OH,1034,13.18,10.09,1.5,0.62,8
JAX,F9,877,16.20,14.25,3.0,3.63,9
JAX,G4,708,16.40,13.58,1.4,3.84,10
JAX,AA,7297,16.75,14.67,1.9,4.18,11
JAX,B6,1798,20.11,16.10,2.1,7.54,12
JFK,YX,15877,5.37,0.59,2.3,-9.39,1
JFK,9E,15918,9.37,4.06,3.7,-5.39,2
JFK,AS,3263,10.11,6.53,3.5,-4.65,3
JFK,HA,348,11.94,11.06,1.1,-2.82,4
JFK,AA,12157,14.08,7.96,1.3,-0.68,5
JFK,DL,26610,15.30,8.02,1.1,0.54,6
JFK,F9,770,18.65,15.01,1.2,3.89,7
JFK,B6,33090,21.26,15.40,2.0,6.50,8
JFK,OO,2739,23.84,17.79,3.1,9.08,9
JLN,OO,577,20.67,15.70,2.1,0.00,1
JMS,OO,598,16.77,13.73,5.9,0.00,1
JNU,AS,4479,2.03,1.45,1.9,-0.30,1
JNU,DL,141,11.74,5.40,0.0,9.40,2
JST,OO,652,23.23,18.48,2.6,0.00,1
KOA,WN,3312,-0.98,-5.55,0.5,-5.68,1
KOA,HA,7755,3.28,2.92,0.8,-1.43,2
KOA,DL,619,9.00,2.09,2.4,4.30,3
KOA,AS,1897,10.26,5.13,3.3,5.55,4
KOA,UA,1369,12.10,4.21,1.9,7.40,5
KOA,AA,626,15.86,10.60,0.0,11.15,6
KTN,AS,2239,2.50,0.21,2.0,-1.07,1
KTN,OO,94,29.11,32.22,2.1,25.54,2
LAN,9E,144,6.99,0.79,2.1,-9.92,1
LAN,OO,845,17.80,14.76,0.7,0.89,2
LAN,OH,283,19.28,19.78,3.2,2.37,3
LAR,OO,612,10.75,9.10,3.8,0.00,1
LAS,G4,7228,8.98,4.92,0.6,-4.31,1
LAS,DL,15456,9.28,2.50,0.8,-4.01,2
LAS,UA,13649,10.20,5.05,1.8,-3.09,3
LAS,NK,25761,10.73,5.38,1.2,-2.57,4
LAS,AS,5358,10.91,9.60,2.2,-2.38,5
LAS,WN,84925,13.95,6.20,0.5,0.65,6
LAS,OO,2230,15.12,17.58,1.5,1.83,7
LAS,F9,12791,15.34,12.31,1.4,2.05,8
LAS,AA,13377,19.94,13.77,1.1,6.65,9
LAS,HA,1377,20.41,19.19,0.3,7.12,10
LAS,B6,2588,24.11,17.75,0.9,10.81,11
LAS,MQ,26,66.96,60.15,0.0,53.67,12
LAW,MQ,149,5.66,-1.26,2.7,-6.50,1
LAW,OO,930,13.21,10.97,3.5,1.05,2
LAX,AS,9001,5.65,2.65,1.9,-5.17,1
LAX,OO,38098,6.25,4.34,0.4,-4.56,2
LAX,UA,25954,9.16,2.46,1.8,-1.66,3
LAX,DL,34922,10.23,4.81,0.7,-0.58,4
LAX,NK,10987,10.79,4.20,1.2,-0.03,5
LAX,B6,8217,11.25,6.01,0.4,0.44,6
LAX,G4,1012,11.57,8.30,0.8,0.76,7
LAX,WN,25593,11.69,4.80,0.4,0.87,8
LAX,MQ,55,13.04,10.36,0.0,2.22,9
LAX,HA,2266,14.27,11.79,1.3,3.45,10
LAX,AA,28758,18.07,12.18,0.7,7.26,11
LAX,F9,2296,28.57,28.68,1.9,17.75,12
LBB,WN,2593,6.81,-0.17,0.8,-3.30,1
LBB,OO,1156,9.86,8.27,2.1,-0.25,2
LBB,MQ,1942,11.34,9.25,1.9,1.23,3
LBB,AA,422,25.74,24.57,2.6,15.63,4
LBE,NK,519,6.77,-0.68,2.7,0.00,1
LBF,OO,595,8.58,9.54,2.0,0.00,1
LBL,OO,559,10.72,7.27,3.6,0.00,1
LCH,OO,1001,20.14,16.97,2.3,-1.22,1
LCH,MQ,76,37.92,38.33,5.3,16.55,2
LCK,G4,901,18.86,16.75,2.7,0.00,1
LEX,YX,752,2.58,0.61,0.8,-10.03,1
LEX,9E,207,5.34,-0.45,0.0,-7.26,2
LEX,DL,1688,7.48,-3.08,1.2,-5.13,3
LEX,MQ,954,9.95,4.96,1.6,-2.66,4
LEX,OO,1787,10.85,6.28,1.0,-1.76,5
LEX,OH,1433,11.69,8.32,1.0,-0.92,6
LEX,G4,794,26.06,25.45,2.4,13.45,7
LEX,AA,1037,26.48,25.76,2.6,13.87,8
LFT,9E,780,6.66,1.74,1.3,-8.63,1
LFT,MQ,415,13.94,9.82,1.2,-1.35,2
LFT,OO,919,15.58,9.88,1.5,0.29,3
LFT,OH,1082,21.88,20.18,3.5,6.59,4
LFT,NK,1,73.00,59.00,0.0,57.71,5
LGA,YX,38159,4.18,-1.22,2.5,-8.46,1
LGA,9E,27991,9.68,2.00,4.0,-2.96,2
LGA,UA,7436,11.55,6.83,2.3,-1.10,3
LGA,NK,7057,16.27,8.95,2.8,3.62,4
LGA,WN,10784,16.45,5.67,1.9,3.80,5
LGA,DL,24550,16.47,8.88,1.6,3.82,6
LGA,AA,15188,18.33,12.85,2.5,5.69,7
LGA,B6,8758,21.19,14.98,2.4,8.54,8
LGA,OO,3776,24.02,19.55,3.1,11.37,9
LGA,F9,2367,32.82,26.94,3.8,20.18,10
LGB,HA,604,2.04,-1.37,0.7,-5.47,1
LGB,OO,639,4.69,-0.95,0.0,-2.82,2
LGB,WN,15813,7.64,0.83,0.5,0.12,3
LGB,DL,430,14.84,7.26,0.7,7.33,4
LIH,WN,3256,-0.09,-6.03,0.1,-4.03,1
LIH,HA,8743,3.19,2.26,1.3,-0.75,2
LIH,DL,613,3.34,-4.63,1.8,-0.60,3
LIH,UA,1047,5.91,-0.96,0.6,1.97,4
LIH,AS,1021,14.90,9.70,1.1,10.96,5
LIH,AA,623,14.92,9.11,0.0,10.97,6
LIT,DL,1986,4.47,-2.57,0.7,-7.72,1
LIT,YX,453,5.21,2.09,1.3,-6.98,2
LIT,WN,2555,7.77,0.66,0.3,-4.42,3
LIT,F9,104,9.72,9.39,1.9,-2.47,4
LIT,OO,1900,12.37,10.02,1.5,0.18,5
LIT,9E,281,12.56,8.84,1.4,0.37,6
LIT,MQ,3603,14.56,13.09,1.1,2.37,7
LIT,OH,745,22.83,17.98,2.0,10.64,8
LIT,AA,759,26.21,25.23,1.8,14.02,9
LIT,G4,118,36.02,32.28,0.8,23.83,10
LNK,YX,37,9.75,4.39,2.7,-5.03,1
LNK,OO,1713,14.88,10.34,0.7,0.11,2
LRD,OO,65,8.92,8.67,0.0,-4.90,1
LRD,MQ,1596,13.09,11.55,1.6,-0.73,2
LRD,G4,128,25.40,22.62,1.6,11.58,3
LSE,MQ,328,10.49,7.80,1.8,0.00,1
LWS,OO,1077,10.26,6.65,0.6,0.00,1
MAF,UA,49,-1.27,-0.12,2.0,-11.17,1
MAF,WN,3671,8.43,3.41,1.0,-1.47,2
MAF,OO,3147,10.25,6.66,1.1,0.36,3
MAF,MQ,2558,11.81,9.59,2.0,1.91,4
MBS,9E,96,-1.47,-4.93,0.0,-15.92,1
MBS,OO,2072,15.20,11.71,1.5,0.75,2
MCI,AS,759,0.11,-1.05,1.1,-9.68,1
MCI,UA,3664,4.95,2.21,1.4,-4.84,2
MCI,DL,6805,5.38,-0.46,0.8,-4.41,3
MCI,YX,1658,5.44,3.37,1.9,-4.35,4
MCI,MQ,1205,7.02,3.13,1.3,-2.77,5
MCI,WN,23926,9.70,3.75,0.9,-0.10,6
MCI,OO,1065,11.84,10.46,1.9,2.05,7
MCI,F9,375,12.61,13.26,1.1,2.82,8
MCI,9E,1183,13.63,8.68,4.4,3.83,9
MCI,G4,211,16.11,14.39,2.4,6.32,10
MCI,AA,5714,16.30,14.92,1.4,6.50,11
MCI,NK,1720,16.39,9.10,2.4,6.60,12
MCI,OH,471,26.21,23.24,2.8,16.42,13
MCI,B6,160,30.05,30.22,0.6,20.26,14
MCO,UA,13336,14.39,9.18,2.9,-1.99,1
MCO,F9,17357,14.50,10.81,2.3,-1.88,2
MCO,WN,44611,15.18,9.62,1.5,-1.20,3
MCO,NK,22638,15.18,10.30,1.8,-1.20,4
MCO,DL,21162,16.41,11.53,1.5,0.03,5
MCO,AS,2548,17.07,15.25,4.0,0.69,6
MCO,AA,17768,19.27,15.70,1.9,2.89,7
MCO,B6,16906,21.26,15.82,1.7,4.88,8
MCO,G4,223,32.14,31.26,2.7,15.76,9
MCW,OO,604,26.18,23.67,3.8,0.00,1
MDT,YX,244,-0.81,-8.58,1.2,-15.33,1
MDT,UA,396,7.36,4.87,1.0,-7.16,2
MDT,DL,747,8.12,-1.91,0.8,-6.40,3
MDT,9E,259,10.83,1.75,1.2,-3.69,4
MDT,OH,647,12.38,8.44,0.8,-2.14,5
MDT,OO,906,14.23,8.52,1.1,-0.30,6
MDT,AA,1027,20.36,17.05,1.2,5.84,7
MDT,G4,780,23.53,19.75,2.2,9.01,8
MDT,F9,78,27.97,21.68,2.6,13.45,9
MDW,DL,1500,9.97,2.22,0.8,-3.22,1
MDW,WN,71029,12.67,6.20,1.1,-0.53,2
MDW,OO,1937,14.62,11.01,0.7,1.43,3
MDW,G4,416,23.41,21.63,1.9,10.21,4
MDW,F9,3504,23.51,19.59,2.7,10.31,5
MEI,OO,580,15.10,15.36,3.3,0.00,1
MEM,DL,4346,5.91,-1.19,1.2,-4.91,1
MEM,YX,2900,6.58,1.28,1.6,-4.23,2
MEM,9E,1043,7.18,0.98,2.7,-3.64,3
MEM,UA,1495,7.55,4.04,1.6,-3.27,4
MEM,MQ,1560,8.14,3.48,1.0,-2.68,5
MEM,WN,3536,12.45,6.18,0.7,1.63,6
MEM,OH,744,13.07,8.41,0.9,2.26,7
MEM,OO,755,14.87,10.62,2.1,4.05,8
MEM,F9,170,15.50,14.30,0.6,4.68,9
MEM,NK,847,15.91,6.90,1.8,5.10,10
MEM,AA,4230,16.71,13.65,1.7,5.89,11
MEM,G4,478,23.28,18.43,1.3,12.46,12
