aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
IND,NK,2239,16.14,9.65,2.7,6.60,11
IND,G4,1430,16.66,14.87,2.2,7.12,12
IND,F9,775,24.01,21.18,2.6,14.47,13
MSY,9E,1,-5.00,-13.00,0.0,-19.39,1
MSY,MQ,1065,9.34,6.83,1.7,-5.05,2
MSY,UA,6368,10.52,5.59,2.2,-3.87,3
MSY,YX,572,10.61,6.76,0.7,-3.78,4
MSY,AS,663,11.40,8.08,0.8,-2.99,5
MSY,DL,6973,12.10,5.57,1.0,-2.29,6
MSY,OO,317,12.25,7.64,3.5,-2.14,7
MSY,WN,18726,13.42,8.57,1.0,-0.97,8
MSY,NK,5120,14.28,8.35,2.1,-0.11,9
MSY,OH,622,16.82,10.63,2.4,2.43,10
MSY,AA,6730,21.12,18.60,1.6,6.73,11
MSY,F9,821,22.31,20.02,4.3,7.92,12
MSY,B6,1264,26.30,20.62,1.9,11.91,13
MSY,G4,89,32.81,29.35,1.1,18.42,14
VCT,OO,627,17.53,11.69,2.6,-0.00,1
ALB,MQ,175,3.40,3.30,0.0,-10.39,1
ALB,YX,307,4.07,0.50,1.6,-9.72,2
ALB,9E,1047,5.41,-3.13,2.0,-8.38,3
ALB,UA,698,6.81,4.91,1.3,-6.98,4
ALB,OO,776,10.89,7.19,0.3,-2.90,5
ALB,WN,3484,11.62,4.36,0.9,-2.17,6
ALB,DL,1270,14.65,6.33,1.5,0.86,7
ALB,AA,1381,19.69,14.31,0.9,5.90,8
ALB,OH,1069,19.88,18.24,3.4,6.09,9
ALB,B6,725,20.66,16.66,1.4,6.87,10
ALB,G4,519,28.61,21.16,1.5,14.82,11
MFE,UA,561,3.53,-1.78,3.6,-11.99,1
MFE,MQ,777,9.51,8.78,1.7,-6.01,2
MFE,G4,459,15.07,9.58,0.7,-0.45,3
MFE,OO,1031,17.40,15.55,0.9,1.88,4
MFE,AA,1815,20.81,19.07,2.3,5.29,5
TWF,OO,693,-1.07,-6.08,0.3,0.00,1
RHI,OO,630,14.45,8.61,1.1,-0.00,1
LSE,MQ,328,10.49,7.77,1.8,0.00,1
ELP,YX,29,4.00,-1.00,6.9,-5.80,1
ELP,UA,353,5.69,-2.38,0.6,-4.11,2
ELP,OO,2276,6.57,3.79,0.7,-3.23,3
ELP,DL,706,8.02,1.54,0.6,-1.78,4
ELP,WN,8901,8.52,2.95,0.5,-1.28,5
ELP,MQ,1634,10.13,7.30,0.8,0.33,6
ELP,AA,2756,15.36,13.07,1.7,5.56,7
ELP,F9,659,17.40,13.92,2.0,7.60,8
ELP,G4,90,19.58,16.77,2.2,9.78,9
PIT,YX,9277,0.47,-4.36,1.3,-9.04,1
PIT,AS,411,5.71,1.69,2.9,-3.80,2
PIT,DL,3309,6.00,-1.03,0.9,-3.51,3
PIT,OO,873,7.09,1.49,0.3,-2.42,4
PIT,MQ,664,8.75,4.98,1.2,-0.76,5
PIT,B6,1152,9.17,7.09,1.8,-0.34,6
PIT,WN,10052,10.12,4.22,1.0,0.61,7
PIT,UA,2900,10.50,6.34,1.0,0.99,8
PIT,G4,1350,11.24,8.72,2.2,1.73,9
PIT,OH,661,13.82,9.83,2.9,4.31,10
PIT,AA,6154,15.13,12.86,1.3,5.62,11
PIT,9E,1689,15.71,10.16,2.9,6.20,12
PIT,F9,532,17.67,23.45,4.1,8.16,13
PIT,NK,3342,20.67,14.09,3.0,11.16,14
KOA,WN,3312,-0.98,-5.55,0.5,-5.68,1
KOA,HA,7755,3.28,2.92,0.8,-1.42,2
KOA,DL,619,9.00,2.09,2.4,4.30,3
KOA,AS,1897,10.26,5.12,3.3,5.56,4
KOA,UA,1369,12.10,4.20,1.9,7.40,5
KOA,AA,626,15.86,10.60,0.0,11.16,6
RFD,G4,755,24.69,20.42,1.9,0.00,1
GSP,DL,2571,4.36,-3.74,0.9,-5.16,1
GSP,YX,2011,5.60,1.67,2.7,-3.92,2
GSP,WN,1481,7.42,0.73,0.5,-2.10,3
GSP,OO,951,7.43,3.99,1.4,-2.09,4
GSP,9E,1345,7.91,0.89,2.2,-1.61,5
GSP,UA,440,8.66,5.42,1.6,-0.86,6
GSP,OH,3799,9.31,7.89,1.0,-0.21,7
GSP,MQ,1650,10.34,8.72,0.9,0.82,8
GSP,AA,1290,26.45,20.56,2.6,16.93,9
GSP,G4,320,30.32,26.89,3.1,20.80,10
CRP,OO,267,5.72,2.92,1.9,-2.98,1
CRP,MQ,2439,8.70,7.20,2.0,-0.00,2
CRP,WN,1157,9.38,5.56,1.1,0.68,3
BPT,OO,503,8.05,3.91,2.2,-2.40,1
BPT,MQ,188,16.86,12.91,2.1,6.41,2
DAB,DL,1442,7.12,2.29,1.3,-2.14,1
DAB,OH,1053,11.37,4.46,2.9,2.11,2
DAB,AA,315,11.96,6.98,1.0,2.70,3
DAB,MQ,9,15.00,10.56,0.0,5.74,4
PIA,G4,981,10.82,8.44,2.0,-4.84,1
PIA,OH,911,14.23,13.46,1.5,-1.43,2
PIA,OO,1075,18.79,14.59,2.0,3.13,3
PIA,MQ,572,20.32,15.09,1.4,4.66,4
FSM,MQ,978,12.58,8.42,2.2,-0.18,1
FSM,OO,170,13.82,8.08,3.5,1.06,2
SCE,OH,13,-2.55,-0.27,15.4,-15.28,1
SCE,YX,6,-1.67,10.50,0.0,-14.40,2
SCE,OO,531,13.21,9.32,1.5,0.48,3
ORF,YX,2698,5.59,3.12,2.5,-7.15,1
ORF,UA,2282,8.80,4.04,2.1,-3.94,2
ORF,MQ,407,9.33,5.55,0.7,-3.41,3
ORF,OH,2997,10.39,7.68,1.1,-2.35,4
ORF,WN,3149,11.08,4.32,0.3,-1.66,5
ORF,9E,2152,12.61,7.41,2.8,-0.13,6
ORF,DL,2409,13.42,6.94,1.0,0.68,7
ORF,AA,2788,19.52,14.15,2.1,6.78,8
ORF,NK,911,23.98,16.04,3.2,11.24,9
ORF,OO,346,24.94,21.09,0.6,12.20,10
ORF,G4,222,25.53,24.80,3.6,12.79,11
ORF,F9,248,31.43,33.47,4.8,18.69,12
SMX,G4,106,40.51,39.30,0.0,0.00,1
BNA,YX,5572,3.60,1.64,1.2,-8.22,1
BNA,DL,8083,4.97,-0.34,0.9,-6.85,2
BNA,AS,1102,8.81,1.74,1.2,-3.01,3
BNA,WN,50566,11.11,4.11,0.8,-0.71,4
BNA,UA,6048,11.48,7.30,1.6,-0.34,5
BNA,MQ,2523,11.74,9.91,2.3,-0.08,6
BNA,G4,2882,12.13,7.33,1.5,0.31,7
BNA,OH,2338,13.31,11.55,2.1,1.49,8
BNA,OO,4020,14.18,10.76,1.7,2.36,9
BNA,B6,1252,17.61,12.78,1.9,5.79,10
BNA,F9,714,18.28,19.32,2.0,6.46,11
BNA,NK,3664,20.14,11.98,2.9,8.32,12
BNA,AA,8322,21.16,19.36,2.2,9.34,13
BNA,9E,1173,21.33,18.11,3.8,9.51,14
PWM,MQ,295,6.56,5.45,0.7,-6.55,1
PWM,YX,3374,6.62,0.89,2.4,-6.49,2
PWM,UA,808,7.32,4.82,2.0,-5.79,3
PWM,DL,717,12.68,5.78,1.3,-0.43,4
PWM,WN,1519,14.00,6.88,0.9,0.89,5
PWM,OO,418,17.80,10.98,0.7,4.69,6
PWM,B6,350,18.02,13.81,4.9,4.91,7
PWM,OH,706,18.59,14.97,1.7,5.48,8
PWM,AA,1716,19.00,14.84,2.2,5.89,9
PWM,F9,341,19.80,15.50,6.7,6.69,10
PWM,9E,846,22.24,16.82,4.5,9.13,11
DFW,MQ,69459,8.89,5.03,1.6,-10.32,1
DFW,OO,23854,10.24,6.67,2.1,-8.97,2
DFW,DL,11704,15.44,8.72,1.0,-3.77,3
DFW,UA,8102,15.44,11.73,1.6,-3.77,4
DFW,AS,2364,15.45,14.37,2.2,-3.76,5
DFW,NK,9943,18.11,12.58,1.3,-1.10,6
DFW,OH,9087,20.14,15.69,2.6,0.93,7
DFW,F9,9972,22.10,21.48,2.7,2.89,8
DFW,AA,164274,25.20,19.85,2.0,5.99,9
DFW,B6,351,39.56,36.65,1.1,20.35,10
DFW,YX,37,47.92,39.25,2.7,28.71,11
DFW,9E,2,99.50,130.00,0.0,80.29,12
MDW,DL,1500,9.97,2.22,0.8,-3.23,1
MDW,WN,71029,12.67,6.18,1.1,-0.53,2
MDW,OO,1937,14.62,11.01,0.7,1.42,3
MDW,G4,416,23.41,21.52,1.9,10.21,4
MDW,F9,3504,23.51,19.54,2.7,10.31,5
ANC,AS,13950,4.03,1.89,1.7,-2.75,1
ANC,UA,1181,13.45,4.49,2.0,6.67,2
ANC,DL,2148,14.93,7.54,0.8,8.15,3
ANC,AA,452,34.74,24.63,0.4,27.96,4
SLC,OO,30957,4.48,0.41,0.3,-5.05,1
SLC,AS,1213,6.55,4.08,1.9,-2.98,2
SLC,HA,216,7.28,2.23,0.0,-2.25,3
SLC,MQ,119,8.42,-4.53,0.0,-1.11,4
SLC,DL,53032,10.11,4.90,0.6,0.58,5
SLC,WN,11852,11.85,5.26,0.4,2.32,6
SLC,UA,3948,12.62,7.38,1.7,3.09,7
SLC,NK,1223,14.25,8.73,1.1,4.72,8
SLC,F9,3094,18.45,16.62,2.2,8.92,9
SLC,AA,3643,20.20,14.90,1.6,10.67,10
SLC,B6,1433,23.33,17.87,0.8,13.80,11
STS,MQ,235,7.56,3.73,0.0,-2.53,1
STS,OO,2950,8.04,9.55,0.5,-2.05,2
STS,AS,313,9.36,10.07,1.0,-0.73,3
STS,AA,182,47.92,46.12,0.5,37.83,4
SJT,MQ,725,11.43,9.48,1.9,-0.39,1
SJT,OO,359,12.62,11.90,2.2,0.80,2
BRO,MQ,1242,5.69,3.63,1.4,-3.44,1
BRO,OO,707,15.25,11.86,2.8,6.12,2
RKS,OO,586,18.55,13.81,1.2,0.00,1
MGW,OO,35,77.34,74.94,0.0,-0.00,1
ITO,WN,1829,-2.45,-5.26,0.4,-4.58,1
ITO,HA,4928,3.84,3.98,1.1,1.71,2
GUC,OO,611,10.31,5.35,1.3,-4.29,1
GUC,AA,123,35.98,36.57,1.6,21.38,2
ABI,MQ,1756,7.27,4.43,0.9,-0.00,1
GUM,UA,664,1.58,-6.73,0.9,0.00,1
COD,OO,596,18.67,12.11,0.8,-0.00,1
TVC,YX,388,7.79,9.14,1.0,-8.86,1
TVC,9E,239,9.45,6.35,0.8,-7.20,2
TVC,DL,415,10.24,3.68,1.9,-6.41,3
TVC,OH,151,11.28,7.25,0.0,-5.37,4
TVC,MQ,631,11.62,7.76,0.3,-5.03,5
TVC,UA,574,12.77,11.61,1.4,-3.88,6
TVC,OO,1147,20.94,19.41,1.6,4.29,7
TVC,G4,281,34.20,28.03,2.5,17.55,8
TVC,AA,91,63.40,62.25,0.0,46.75,9
SHR,OO,677,4.07,4.71,2.1,-0.00,1
MEI,OO,580,15.10,15.33,3.3,0.00,1
SHV,9E,1160,5.16,-1.30,1.6,-7.52,1
SHV,MQ,832,12.16,7.11,1.8,-0.52,2
SHV,OO,613,13.98,8.63,1.0,1.30,3
SHV,G4,146,16.39,12.48,2.1,3.71,4
SHV,OH,1708,17.30,14.85,2.7,4.62,5
VLD,OO,60,6.38,4.95,0.0,-2.24,1
VLD,9E,717,8.81,4.09,2.4,0.19,2
BHM,UA,4,-4.25,-11.50,0.0,-15.77,1
BHM,YX,374,-0.96,-2.97,1.1,-12.48,2
BHM,DL,2914,6.12,1.28,0.9,-5.40,3
BHM,9E,1067,7.53,0.91,3.7,-3.99,4
BHM,MQ,2434,9.75,6.65,1.0,-1.77,5
BHM,NK,73,10.16,11.70,0.0,-1.36,6
BHM,WN,4293,12.47,7.48,0.8,0.95,7
BHM,OO,1554,15.00,11.29,0.9,3.48,8
BHM,OH,3862,15.08,11.91,1.5,3.56,9
BHM,AA,389,26.46,24.75,1.5,14.94,10
MLI,9E,714,8.73,3.18,2.1,-5.37,1
MLI,OH,701,10.38,8.85,2.0,-3.72,2
MLI,MQ,715,13.37,7.28,2.4,-0.73,3
MLI,OO,1555,17.22,14.57,2.2,3.12,4
MLI,G4,423,19.05,14.29,1.2,4.95,5
FLL,UA,7941,12.97,7.89,2.5,-4.58,1
FLL,9E,22,14.86,13.86,0.0,-2.69,2
FLL,WN,14183,15.90,11.20,1.3,-1.65,3
FLL,DL,11925,16.53,11.35,1.1,-1.02,4
FLL,B6,18306,17.42,13.04,1.3,-0.13,5
FLL,G4,3264,18.17,15.95,1.9,0.62,6
FLL,AS,947,18.40,14.93,7.9,0.85,7
FLL,NK,25452,19.02,14.58,1.7,1.47,8
FLL,AA,6395,21.08,17.71,1.9,3.53,9
FLL,F9,1595,24.62,22.96,4.1,7.07,10
AEX,9E,871,14.78,9.94,1.0,-2.61,1
AEX,OO,1023,18.91,15.07,2.3,1.52,2
AEX,MQ,33,39.67,39.12,0.0,22.28,3
VEL,OO,50,22.64,18.72,0.0,0.00,1
SYR,YX,1298,4.95,1.54,2.1,-6.30,1
SYR,9E,1852,5.55,-0.87,2.7,-5.70,2
SYR,UA,907,5.79,3.87,0.9,-5.46,3
SYR,MQ,809,6.42,3.21,0.7,-4.83,4
SYR,DL,1096,9.05,1.08,0.9,-2.20,5
SYR,OO,1084,12.58,8.35,1.2,1.33,6
SYR,B6,1299,12.77,8.96,2.3,1.52,7
SYR,WN,812,13.40,6.41,0.6,2.15,8
SYR,AA,1610,16.57,12.75,1.2,5.32,9
SYR,OH,458,18.29,17.81,1.1,7.04,10
SYR,F9,444,21.65,16.62,4.1,10.40,11
SYR,G4,621,24.82,17.84,1.8,13.57,12
OGG,WN,6486,0.22,-4.99,0.5,-3.98,1
OGG,HA,13451,4.24,3.02,0.9,0.04,2
OGG,UA,1575,6.32,-2.53,1.2,2.12,3
OGG,AA,1090,7.73,1.66,0.5,3.53,4
OGG,AS,1983,10.53,5.36,3.8,6.33,5
OGG,DL,864,11.24,3.20,1.4,7.04,6
OKC,DL,1678,2.91,-4.85,0.9,-6.20,1
OKC,AS,341,4.97,6.04,2.3,-4.14,2
OKC,YX,920,6.78,3.20,1.6,-2.33,3
OKC,MQ,2119,7.80,4.38,1.9,-1.31,4
OKC,WN,7261,7.90,2.53,0.6,-1.21,5
OKC,F9,421,8.75,4.41,1.7,-0.36,6
OKC,OO,6568,8.84,5.62,0.7,-0.27,7
OKC,UA,30,16.13,17.83,0.0,7.02,8
OKC,G4,144,16.25,15.13,0.7,7.14,9
OKC,AA,2689,16.90,15.27,1.9,7.79,10
OKC,OH,296,26.72,24.42,2.0,17.61,11
OKC,9E,4,36.75,39.00,0.0,27.64,12
ASE,OO,7424,28.49,24.06,7.0,0.00,1
ROW,MQ,163,13.94,7.32,0.6,-9.02,1
ROW,OO,794,24.87,21.95,3.1,1.91,2
ICT,WN,1741,2.49,-4.15,0.2,-8.25,1
ICT,UA,584,2.49,6.33,0.9,-8.25,2
ICT,9E,165,5.67,2.56,0.0,-5.07,3
ICT,DL,864,7.92,1.37,1.2,-2.82,4
ICT,MQ,2344,10.15,6.74,1.7,-0.59,5
ICT,G4,342,13.97,7.82,0.9,3.23,6
ICT,OO,3172,14.17,10.09,1.1,3.43,7
ICT,OH,315,16.92,18.01,0.6,6.18,8
ICT,AA,559,29.08,26.92,2.9,18.34,9
GST,AS,87,3.48,0.89,6.9,-0.00,1
BET,AS,725,8.47,12.10,1.1,0.00,1
DDC,OO,614,23.96,21.67,3.1,-0.00,1
DEN,AS,2185,7.83,5.61,1.4,-5.65,1
DEN,OO,59207,11.05,6.21,1.3,-2.43,2
DEN,DL,11957,11.23,3.80,0.9,-2.25,3
DEN,UA,100560,12.57,7.76,1.2,-0.91,4
DEN,MQ,181,14.00,9.05,0.0,0.52,5
DEN,WN,96198,14.94,9.12,0.8,1.46,6
DEN,F9,24561,16.01,11.32,1.6,2.53,7
DEN,G4,419,17.88,17.09,1.7,4.40,8
DEN,AA,8079,19.07,14.90,1.7,5.59,9
DEN,B6,1180,33.05,29.68,1.0,19.57,10
DEN,NK,35,45.89,39.97,0.0,32.41,11
MYR,OO,32,-0.91,-7.75,0.0,-11.54,1
MYR,DL,1987,2.95,-3.15,1.1,-7.68,2
MYR,9E,514,8.06,0.36,2.5,-2.57,3
MYR,WN,2353,8.07,1.75,0.6,-2.56,4
MYR,YX,568,9.91,3.93,4.0,-0.72,5
MYR,MQ,366,10.31,7.83,1.1,-0.32,6
MYR,NK,4648,10.69,6.06,2.6,0.06,7
MYR,UA,263,11.46,2.99,1.5,0.83,8
MYR,OH,2146,12.11,9.18,1.9,1.48,9
MYR,AA,1142,14.81,12.17,2.0,4.18,10
MYR,G4,1099,20.17,19.08,3.1,9.54,11
MYR,F9,403,23.55,21.90,6.5,12.92,12
SBP,MQ,165,0.48,-2.88,0.0,-10.77,1
SBP,AS,62,7.23,7.19,0.0,-4.02,2
SBP,OO,3822,8.16,6.59,1.2,-3.09,3
SBP,UA,346,8.87,2.52,0.9,-2.38,4
SBP,AA,787,29.77,25.10,0.4,18.52,5
AZA,G4,5610,5.25,0.72,0.7,-0.00,1
LAX,AS,9001,5.65,2.64,1.9,-5.17,1
LAX,OO,38098,6.25,4.32,0.4,-4.57,2
LAX,UA,25954,9.16,2.45,1.8,-1.66,3
LAX,DL,34922,10.23,4.80,0.7,-0.59,4
LAX,NK,10987,10.79,4.19,1.2,-0.03,5
LAX,B6,8217,11.25,5.98,0.4,0.43,6
LAX,G4,1012,11.57,8.28,0.8,0.75,7
LAX,WN,25593,11.69,4.79,0.4,0.87,8
LAX,MQ,55,13.04,10.36,0.0,2.22,9
LAX,HA,2266,14.27,11.77,1.3,3.45,10
LAX,AA,28758,18.07,12.13,0.7,7.25,11
LAX,F9,2296,28.57,28.66,1.9,17.75,12
ROC,YX,957,2.91,-2.43,2.0,-9.38,1
ROC,MQ,807,6.02,2.46,0.7,-6.27,2
ROC,OO,509,8.83,3.56,0.4,-3.46,3
ROC,UA,974,9.93,6.63,1.4,-2.36,4
ROC,9E,2582,10.66,2.89,3.5,-1.63,5
ROC,OH,712,11.72,9.95,1.3,-0.57,6
ROC,WN,1883,13.30,6.62,0.5,1.01,7
ROC,NK,473,15.14,5.86,1.7,2.85,8
ROC,DL,1014,15.90,5.63,1.0,3.61,9
ROC,B6,746,20.04,15.87,3.1,7.75,10
ROC,AA,864,21.47,18.57,1.6,9.18,11
ROC,G4,66,43.57,34.65,1.5,31.28,12
CAK,OH,1579,10.61,8.30,0.8,-4.98,1
CAK,G4,693,19.89,14.84,2.2,4.30,2
CAK,OO,1035,20.40,19.42,1.6,4.81,3
GPT,9E,54,6.13,-0.46,0.0,-4.40,1
GPT,DL,1159,8.43,2.65,1.3,-2.10,2
GPT,OH,1218,8.96,8.22,0.8,-1.57,3
GPT,OO,337,10.57,8.46,1.5,0.04,4
GPT,MQ,518,17.94,14.74,2.7,7.41,5
GPT,G4,26,40.46,41.08,0.0,29.93,6
ROA,DL,421,11.56,2.48,1.0,-4.50,1
ROA,9E,926,12.35,4.99,1.9,-3.71,2
ROA,OH,249,15.12,17.02,1.2,-0.94,3
ROA,OO,743,19.12,17.72,2.2,3.06,4
ROA,YX,310,20.58,20.55,5.5,4.52,5
ROA,G4,236,24.55,21.80,3.8,8.49,6
APN,OO,601,17.57,11.93,3.3,0.00,1
ADK,AS,75,9.27,8.60,10.7,0.00,1
SEA,OO,26324,6.83,4.32,0.4,-2.98,1
SEA,DL,30341,8.72,2.82,0.6,-1.09,2
SEA,AS,76734,9.52,6.88,1.6,-0.29,3
SEA,UA,8746,11.10,5.94,1.8,1.29,4
SEA,MQ,481,14.29,5.37,0.0,4.48,5
SEA,WN,8056,14.68,7.45,0.2,4.87,6
SEA,NK,925,17.29,10.31,1.1,7.48,7
SEA,AA,5207,17.84,10.82,1.7,8.03,8
SEA,HA,741,20.68,18.24,2.6,10.87,9
SEA,F9,1419,20.74,16.18,2.0,10.93,10
SEA,B6,716,22.79,16.24,0.7,12.98,11
EGE,OO,1639,11.60,5.87,1.2,-10.95,1
EGE,DL,169,15.68,7.74,0.6,-6.87,2
EGE,UA,499,19.27,14.97,1.6,-3.28,3
EGE,F9,12,26.25,33.83,0.0,3.70,4
EGE,AA,1313,38.33,36.29,1.4,15.78,5
DRO,MQ,20,-0.45,-13.40,0.0,-13.32,1
DRO,UA,665,10.28,-0.08,1.2,-2.59,2
DRO,OO,2939,13.45,11.07,1.0,0.58,3
DRO,AA,9,43.33,36.56,0.0,30.46,4
TYR,MQ,191,14.55,9.84,1.6,-2.40,1
TYR,OO,873,17.49,13.46,3.1,0.54,2
EKO,OO,346,0.61,-5.44,0.6,-0.00,1
BQK,9E,140,7.76,8.65,0.0,-7.98,1
BQK,OO,652,17.46,19.56,0.3,1.72,2
GNV,DL,1528,6.20,-0.83,1.3,-2.17,1
GNV,MQ,575,7.72,3.97,2.1,-0.66,2
GNV,9E,122,7.74,1.40,0.8,-0.63,3
GNV,OH,726,13.73,10.38,4.1,5.36,4
YAK,AS,669,-0.61,-2.11,2.4,0.00,1
CYS,OO,623,9.66,1.71,2.2,-0.00,1
ABR,OO,683,21.03,13.69,0.9,-0.00,1
SAN,AS,9939,8.93,9.06,2.8,-4.09,1
SAN,UA,9768,9.69,5.85,2.1,-3.33,2
SAN,OO,12330,10.32,11.64,0.9,-2.70,3
SAN,DL,9096,11.22,6.09,0.7,-1.80,4
SAN,NK,2865,12.91,9.90,2.0,-0.11,5
SAN,WN,33974,13.86,9.09,0.9,0.84,6
SAN,HA,701,16.36,16.35,0.7,3.34,7
SAN,G4,174,17.66,20.35,1.1,4.64,8
SAN,AA,8805,18.42,14.13,1.2,5.40,9
SAN,B6,1639,21.13,18.03,0.3,8.11,10
SAN,F9,3320,22.15,23.57,2.2,9.13,11
EUG,OO,2516,7.46,3.24,1.4,-3.86,1
EUG,WN,1714,8.36,0.77,1.8,-2.96,2
EUG,AS,298,12.26,13.78,2.3,0.94,3
EUG,UA,1463,13.15,8.19,1.8,1.83,4
EUG,AA,765,19.19,14.64,1.7,7.87,5
EUG,G4,341,25.70,23.03,3.5,14.38,6
EUG,MQ,24,52.71,39.17,0.0,41.39,7
LCK,G4,901,18.86,16.71,2.7,-0.00,1
CLE,YX,4310,4.63,-0.30,2.2,-6.20,1
CLE,UA,8161,4.96,-0.51,1.4,-5.87,2
CLE,AS,453,5.17,3.51,1.8,-5.66,3
CLE,WN,4936,7.78,0.85,0.7,-3.05,4
CLE,MQ,590,9.48,3.44,1.0,-1.35,5
CLE,DL,3083,10.41,0.89,0.9,-0.42,6
CLE,B6,800,10.48,7.35,1.6,-0.35,7
CLE,OH,1477,10.60,8.91,1.4,-0.23,8
CLE,OO,1662,12.48,6.15,0.8,1.65,9
CLE,AA,4525,13.96,10.74,2.0,3.13,10
CLE,NK,956,14.21,7.10,2.5,3.38,11
CLE,9E,2392,14.38,7.27,2.9,3.55,12
CLE,F9,6312,21.51,16.66,2.9,10.68,13
AMA,WN,1922,7.28,1.29,0.5,-2.19,1
AMA,MQ,2068,7.82,5.57,1.7,-1.65,2
AMA,OO,840,15.42,13.54,1.8,5.95,3
AMA,AA,204,22.81,22.09,2.5,13.34,4
SBA,AS,310,0.67,-0.17,1.0,-11.06,1
SBA,MQ,293,3.81,-0.81,1.0,-7.92,2
SBA,WN,1932,7.58,1.07,1.4,-4.15,3
SBA,OO,1763,10.34,7.54,1.5,-1.39,4
SBA,DL,611,14.78,7.79,0.5,3.05,5
SBA,UA,1480,15.24,10.77,2.3,3.51,6
SBA,AA,1024,20.70,17.07,1.4,8.97,7
DEC,OO,735,28.99,25.65,2.4,0.00,1
ABY,9E,36,10.86,6.36,0.0,-6.57,1
ABY,OO,724,17.76,16.71,1.0,0.33,2
MVY,YX,535,15.58,15.18,4.3,-3.71,1
MVY,MQ,21,23.10,28.67,0.0,3.81,2
MVY,B6,501,23.15,22.61,5.8,3.86,3
BIH,OO,245,23.35,15.02,7.8,0.00,1
EAU,OO,29,28.30,24.00,6.9,0.00,1
PPG,HA,125,19.99,15.55,0.0,-0.00,1
CDV,AS,696,1.64,0.65,2.0,-0.00,1
IMT,OO,692,15.92,11.72,1.3,0.00,1
CMH,YX,11219,1.61,-3.46,1.2,-7.49,1
CMH,DL,3243,6.27,-0.78,0.9,-2.83,2
CMH,AS,426,8.80,2.29,2.1,-0.30,3
CMH,WN,11704,9.70,2.80,1.0,0.60,4
CMH,9E,236,10.92,3.97,0.4,1.82,5
CMH,MQ,3027,11.71,7.84,0.7,2.61,6
CMH,UA,2634,13.94,11.08,1.5,4.84,7
CMH,NK,2450,14.62,5.96,2.0,5.52,8
CMH,OH,1311,14.94,10.18,1.1,5.84,9
CMH,OO,1308,15.13,8.63,0.2,6.03,10
CMH,AA,3373,19.21,15.64,1.7,10.11,11
CMH,F9,231,19.69,17.96,3.0,10.59,12
SNA,AS,4030,2.36,1.03,1.2,-8.60,1
SNA,NK,1221,6.63,4.37,1.8,-4.33,2
SNA,WN,14442,8.36,0.48,0.7,-2.60,3
SNA,UA,5722,8.41,2.46,0.7,-2.55,4
SNA,DL,4539,12.53,5.30,0.6,1.57,5
SNA,OO,4005,13.73,14.87,1.2,2.77,6
SNA,F9,1089,13.83,11.33,2.4,2.87,7
SNA,AA,6117,19.25,12.68,1.3,8.29,8
SNA,G4,1066,30.02,26.44,1.5,19.06,9
PVD,YX,938,3.05,-2.18,0.9,-9.31,1
PVD,UA,130,9.56,8.11,1.5,-2.80,2
PVD,WN,4803,10.29,1.98,1.2,-2.07,3
PVD,MQ,438,10.84,12.90,0.5,-1.52,4
PVD,OO,551,11.81,9.92,0.5,-0.55,5
PVD,B6,1412,12.56,8.42,1.0,0.20,6
PVD,9E,709,13.22,6.02,2.4,0.86,7
PVD,OH,1605,13.58,11.39,2.2,1.22,8
PVD,DL,1295,14.99,6.38,1.1,2.63,9
PVD,AA,2177,17.19,12.45,0.9,4.83,10
PVD,G4,197,28.42,21.98,0.5,16.06,11
SAV,OO,379,4.84,2.22,2.1,-7.27,1
SAV,F9,159,6.30,7.96,2.5,-5.81,2
SAV,YX,1112,7.31,2.02,0.8,-4.80,3
SAV,DL,3287,8.75,2.42,0.8,-3.36,4
SAV,MQ,966,9.28,5.44,0.8,-2.83,5
SAV,OH,3414,10.08,5.15,1.3,-2.03,6
SAV,WN,2825,10.59,5.60,0.6,-1.52,7
SAV,UA,1259,11.03,5.79,1.6,-1.08,8
SAV,9E,1819,14.62,6.92,3.8,2.51,9
SAV,G4,818,15.15,13.04,1.2,3.04,10
SAV,B6,890,16.91,13.23,1.1,4.80,11
SAV,AA,1881,25.12,19.09,2.5,13.01,12
MKE,MQ,56,0.75,-2.36,1.8,-10.49,1
MKE,AS,444,2.37,-1.38,0.9,-8.87,2
MKE,DL,4179,7.61,1.76,1.0,-3.63,3
MKE,YX,1704,7.84,3.21,2.9,-3.40,4
MKE,WN,9440,8.22,1.84,1.0,-3.02,5
MKE,NK,712,9.72,3.57,2.4,-1.52,6
MKE,UA,639,12.02,6.40,1.3,0.78,7
MKE,OO,5018,14.39,10.27,1.7,3.15,8
MKE,OH,980,14.51,14.90,1.8,3.27,9
MKE,9E,862,15.38,10.00,2.6,4.14,10
MKE,B6,491,16.26,12.67,1.2,5.02,11
MKE,F9,474,17.14,11.89,1.7,5.90,12
MKE,AA,2651,21.44,17.78,1.7,10.20,13
LIT,DL,1986,4.47,-2.57,0.7,-7.72,1
LIT,YX,453,5.21,2.08,1.3,-6.98,2
LIT,WN,2555,7.77,0.66,0.3,-4.42,3
LIT,F9,104,9.72,9.39,1.9,-2.47,4
LIT,OO,1900,12.37,9.97,1.5,0.18,5
LIT,9E,281,12.56,8.81,1.4,0.37,6
LIT,MQ,3603,14.56,13.07,1.1,2.37,7
